state,county,fips,year,project_start,project_id,route,mileage,lanes,project_duration_days,eng_estimate_mils,win_bid_mils,cost_mils,num_bidders,bidders_list,all_routes,cost_overrun_pct
Ohio,Lorain,39093,2018,2018-10-04 00:00:00,98394,18,,2.0,300.0,,3.3674525600000003,3.2065572700000002,,,['18'],-4.777952684803376
Ohio,Morgan,39115,2018,2018-10-12 00:00:00,91458,60,,4.0,384.0,,2.8804442000000003,2.82133616,,,"['60', '60', '60', '60', '60']",-2.0520460004050887
Ohio,Pickaway,39129,2018,2018-10-04 00:00:00,105552,104 / 22,,2.0,361.0,,2.57908806,2.45957821,,,"['104', '22', '22']",-4.633802616262743
Ohio,Vinton,39163,2018,2018-10-04 00:00:00,93774,50,,2.0,284.0,,1.3394522,1.35544567,,,"['50', '50', '50', '50']",1.1940306641774865
Ohio,Fairfield,39045,2018,2018-10-18 00:00:00,93037,188 / 22 / 159,,2.0,301.0,,3.79640639,3.69277042,,,"['22', '188', '159', '188', '188']",-2.729843945921712
Ohio,Holmes,39075,2018,2018-10-18 00:00:00,105193,93,,2.0,362.0,,2.82669305,2.65991873,,,"['93', '93', '93', '93', '93']",-5.899979836862727
Ohio,Licking,39089,2018,2018-10-18 00:00:00,95465,37 / 16 / 161,,4.0,362.0,,7.24417245,7.05621339,,,"['37', '161', '161', '16', '37', '161', '37', '37', '37', '161', '161', '37', '161', '161', '161', '37']",-2.5946243176472126
Ohio,Marion,39101,2018,2018-10-18 00:00:00,105532,4,,2.0,347.0,,2.04415412,1.99458036,,,"['4', '4']",-2.4251478650738876
Ohio,Wood,39173,2018,2018-10-18 00:00:00,102824,281,,2.0,255.0,,0.7678509499999999,0.7070364499999999,,,"['281', '281', '281']",-7.920091783437918
Ohio,Adams,39001,2018,2018-11-01 00:00:00,96328,52 / 136,,2.0,272.0,,0.87316211,0.94575212,,,"['136', '52']",8.313463120840183
Ohio,Columbiana,39029,2018,2018-11-01 00:00:00,102486,30,,2.0,364.0,,0.29484815000000003,0.29960603,,,['30'],1.6136713084345253
Ohio,Coshocton,39031,2018,2018-11-01 00:00:00,101608,206 / 541,,2.0,348.0,,3.66906686,3.94896504,,,"['206', '541', '541', '541']",7.6285930641231205
Ohio,Holmes,39075,2018,2018-11-01 00:00:00,105190,39 / 62,,2.0,348.0,,1.43999518,1.45435709,,,"['62', '39']",0.9973581994906462
Ohio,Putnam,39137,2018,2018-11-01 00:00:00,98467,114 / 224,,2.0,272.0,,2.19947575,2.19243218,,,"['224', '114', '224']",-0.32023858412624
Ohio,Trumbull,39155,2018,2018-11-01 00:00:00,100959,80,,4.0,242.0,,1.52224808,1.40363287,,,['80'],-7.792107709539694
Ohio,Tuscarawas,39157,2018,2018-11-01 00:00:00,100567,77 / 751,,4.0,364.0,,3.46111022,3.58406438,,,"['751', '77']",3.55244855507664
Ohio,Wayne,39169,2018,2018-11-01 00:00:00,101400,83,,2.0,333.0,,3.55169685,3.5580999500000003,,,"['83', '83', '83', '83']",0.18028284142551296
Ohio,Allen,39003,2018,2018-11-15 00:00:00,94206,75,,4.0,320.0,,5.68848421,5.73319842,,,"['75', '75', '75']",0.7860478881420597
Ohio,Ashtabula,39007,2018,2018-11-15 00:00:00,100815,84 / 20,,4.0,273.0,,1.8573,1.87505996,,,"['20', '20', '84', '20', '20', '84']",0.9562246271469347
Ohio,Belmont,39013,2018,2018-11-15 00:00:00,105179,149,,2.0,319.0,,0.50502565,0.5077795900000001,,,"['149', '149']",0.545306956191248
Ohio,Highland,39071,2018,2018-11-15 00:00:00,84634,41 / 124,,2.0,258.0,,1.5446653000000001,1.6122682,,,"['124', '41']",4.376540341781472
Ohio,Williams,39171,2018,2018-11-15 00:00:00,105474,20 / 107,,2.0,319.0,,1.33171407,1.35636598,,,"['20', '107', '107']",1.8511413640016583
Ohio,Perry,39127,2018,2018-11-15 00:00:00,105130,204,,2.0,334.0,,2.34607465,2.3344559,,,"['204', '204', '204']",-0.4952421270993994
Ohio,Ashland,39005,2018,2018-12-06 00:00:00,96318,301 / 58,,2.0,296.0,,4.91999115,5.20465859,,,"['58', '58', '58', '58', '58', '58', '58', '58', '301', '58', '301']",5.785933984860923
Ohio,Columbiana,39029,2018,2018-12-06 00:00:00,96786,46,,2.0,298.0,,1.03961775,1.00429641,,,"['46', '46']",-3.397531448457846
Ohio,Delaware,39041,2018,2018-12-06 00:00:00,105543,257 / 605,,2.0,268.0,,2.26499215,2.15375456,,,"['605', '257']",-4.911168897428629
Ohio,Holmes,39075,2018,2018-12-06 00:00:00,102405,520,,2.0,298.0,,0.93285304,0.95950104,,,"['520', '520', '520', '520']",2.856612870125824
Ohio,Lawrence,39087,2018,2018-12-06 00:00:00,92012,52 / 7 / 527,,4.0,268.0,,4.52995022,4.37895826,,,"['527', '7', '527', '7', '7', '7', '527', '52']",-3.333192478216677
Ohio,Medina,39103,2018,2018-12-06 00:00:00,91092,91092 / 224 / 76,,4.0,316.0,,3.5699932000000003,3.37739893,,,"['76', '224', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '91092', '91092', '91092']",-5.3948077548159
Ohio,Montgomery,39113,2018,2018-12-06 00:00:00,102980,75,,4.0,252.0,,1.3983926,1.36209089,,,['75'],-2.595959818437257
Ohio,Trumbull,39155,2018,2018-12-06 00:00:00,100817,45,,2.0,206.0,,0.43062185,0.43730220000000003,,,"['45', '45', '45']",1.5513262970748134
Ohio,Franklin,39049,2018,2018-12-20 00:00:00,93136,33,,4.0,284.0,,0.8996630999999999,0.8485959200000001,,,['33'],-5.676255922911574
Ohio,Pike,39131,2018,2018-12-20 00:00:00,88969,335 / 104,,2.0,253.0,,2.27539668,2.15821567,,,"['335', '335', '335', '104', '335']",-5.149915662178074
Ohio,Ashtabula,39007,2018,2018-12-20 00:00:00,94077,20,,4.0,284.0,,0.884555,0.7715744499999999,,,"['20', '20']",-12.772586215667772
Ohio,Athens,39009,2018,2018-12-20 00:00:00,84549,56,,2.0,222.0,,2.295899,2.2053722999999996,,,['56'],-3.9429739722871213
Ohio,Butler,39017,2018,2018-12-20 00:00:00,105133,129 / 4,,4.0,285.0,,5.8887497699999996,6.11439266,,,"['129', '129', '4', '129']",3.8317622383876655
Ohio,Guernsey,39059,2018,2018-12-20 00:00:00,93022,77,,4.0,299.0,,3.04242493,3.0687360299999997,,,"['77', '77', '77', '77', '77']",0.8648068762702252
Ohio,Harrison,39067,2018,2018-12-20 00:00:00,91844,250 / 9,,2.0,284.0,,2.284,2.21244658,,,"['9', '250']",-3.1328117338003447
Ohio,Highland,39071,2018,2018-12-20 00:00:00,84622,138 / 753,,2.0,223.0,,1.49443647,1.6587648700000002,,,"['138', '138', '138', '753']",10.996011091726118
Ohio,Madison,39097,2018,2018-12-20 00:00:00,105547,42,,2.0,284.0,,3.61166844,3.5350013,,,"['42', '42', '42']",-2.1227624094973705
Ohio,Clinton,39027,2018,2018-12-20 00:00:00,87300,251 / 68 / 350,,2.0,589.0,,5.44151953,5.3315659900000005,,,"['68', '68', '68', '68', '68', '68', '251', '350']",-2.0206403632993917
Ohio,Belmont,39013,2018,2018-12-20 00:00:00,91962,800,,2.0,345.0,,5.16581505,5.1173165,,,"['800', '800', '800']",-0.9388363603919521
