state,county,fips,year,project_start,project_id,route,mileage,lanes,project_duration_days,eng_estimate_mils,win_bid_mils,cost_mils,num_bidders,bidders_list,all_routes,cost_overrun_pct,Project Num
Ohio,Belmont,39013,2018,2018-08-15 00:00:00,102475,149 / 331,,2.0,442.0,3.124,2.59520919,2.6212832400000003,2.0,,"['149', '331', '331', '331', '331']",1.0046993552762702,180448
Ohio,Morgan,39115,2018,2018-08-15 00:00:00,96647,530 / 83,,2.0,319.0,2.773,3.2299988,3.29647329,2.0,,"['83', '83', '530']",2.0580345107249114,180455
Ohio,Lorain,39093,2018,2018-08-30 00:00:00,87698,20 / 511,,2.0,350.0,6.737,6.96889189,7.04851838,4.0,,"['20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '511']",1.1425990136862332,180452
Ohio,Williams,39171,2018,2018-09-04 00:00:00,92373,191,,2.0,392.0,2.893,3.13358894,3.31508107,1.0,,"['191', '191', '191', '191', '191', '191']",5.791829543539289,180461
Ohio,Erie,39043,2018,2018-08-30 00:00:00,98466,6,,2.0,337.0,0.591,0.6768407,0.63336321,2.0,,['6'],-6.423592730165312,180471
Ohio,Medina,39103,2018,2018-08-30 00:00:00,98250,539 / 42 / 224,,2.0,366.0,3.64,3.36168835,3.2741413500000003,5.0,,"['224', '42', '42', '539', '42']",-2.6042568758641718,180475
Ohio,Perry,39127,2018,2018-08-30 00:00:00,93003,13,,2.0,411.0,2.947,3.42815855,3.4303088,1.0,,['13'],0.0627231783080653,180477
Ohio,Scioto,39145,2018,2018-08-30 00:00:00,100869,52,,2.0,304.0,0.776,0.8695733,0.97380222,1.0,,"['52', '52', '52', '52', '52']",11.986214388137256,180479
Ohio,Williams,39171,2018,2018-08-30 00:00:00,102821,127,,2.0,305.0,1.966,2.00787645,2.30571119,1.0,,"['127', '127', '127', '127']",14.833320048153356,180481
Ohio,District 8,39165,2018,2018-09-20 00:00:00,94201,42 / 744 / 732 / 68 / 741 / 725 / 133 / 132,,2.0,376.0,6.494,6.69538781,6.551251,2.0,,"['741', '133', '732', '132', '744', '741', '132', '132', '68', '133', '725', '132', '42', '133', '68']",-2.152777614833935,180485
Ohio,Lawrence,39087,2018,2018-09-20 00:00:00,102159,93,,2.0,94.0,0.47,0.4722886,0.4763917299999999,1.0,,['93'],0.8687759984043558,180490
Ohio,Licking,39089,2018,2018-09-20 00:00:00,95455,40,,2.0,390.0,2.174,2.54486184,2.67982626,2.0,,['40'],5.303408533957968,180491
Ohio,Ross,39141,2018,2018-09-20 00:00:00,100488,35,,4.0,317.0,3.066,3.06846076,3.29368605,2.0,,"['35', '35', '35', '35', '35', '35', '35', '35']",7.340008806239387,180495
Ohio,Highland,39071,2018,2018-10-12 00:00:00,95563,50,,2.0,252.0,1.058,1.30530937,0.94672106,2.0,,['50'],-27.471518878317717,180489
Ohio,Adams,39001,2018,2018-10-04 00:00:00,91998,781 / 247,,2.0,331.0,1.39,1.40069415,1.38063395,3.0,,"['781', '781', '781', '781', '247']",-1.432161332293696,180501
Ohio,Columbiana,39029,2018,2018-10-04 00:00:00,100607,518,,2.0,376.0,0.958,0.9234046,0.90295589,7.0,,"['518', '518']",-2.214490809337536,180506
Ohio,Lorain,39093,2018,2018-10-04 00:00:00,98394,18,,2.0,300.0,3.738,3.3674525600000003,3.20655727,4.0,,['18'],-4.777952684803376,180508
Ohio,Morgan,39115,2018,2018-10-12 00:00:00,91458,60,,4.0,384.0,2.269,2.8804442000000003,2.82133616,2.0,,"['60', '60', '60', '60', '60']",-2.0520460004050887,180509
Ohio,Pickaway,39129,2018,2018-10-04 00:00:00,105552,104 / 22,,2.0,361.0,2.441,2.57908806,2.45957821,1.0,,"['104', '22', '22']",-4.633802616262743,180510
Ohio,Vinton,39163,2018,2018-10-04 00:00:00,93774,50,,2.0,284.0,1.443,1.3394522,1.35544567,2.0,,"['50', '50', '50', '50']",1.1940306641774865,180511
Ohio,Fairfield,39045,2018,2018-10-18 00:00:00,93037,188 / 22 / 159,,2.0,301.0,3.457,3.79640639,3.69277042,2.0,,"['22', '188', '159', '188', '188']",-2.729843945921712,180520
Ohio,Holmes,39075,2018,2018-10-18 00:00:00,105193,93,,2.0,362.0,2.996,2.82669305,2.65991873,4.0,,"['93', '93', '93', '93', '93']",-5.899979836862727,180521
Ohio,Licking,39089,2018,2018-10-18 00:00:00,95465,37 / 16 / 161,,4.0,362.0,6.047,7.24417245,7.05621339,2.0,,"['37', '161', '161', '16', '37', '161', '37', '37', '37', '161', '161', '37', '161', '161', '161', '37']",-2.594624317647213,180522
Ohio,Marion,39101,2018,2018-10-18 00:00:00,105532,4,,2.0,347.0,2.098,2.04415412,1.99458036,2.0,,"['4', '4']",-2.425147865073888,180525
Ohio,Wood,39173,2018,2018-10-18 00:00:00,102824,281,,2.0,255.0,0.799,0.7678509499999999,0.7070364499999999,3.0,,"['281', '281', '281']",-7.920091783437918,180530
Ohio,Adams,39001,2018,2018-11-01 00:00:00,96328,52 / 136,,2.0,272.0,0.971,0.87316211,0.94575212,3.0,,"['136', '52']",8.313463120840183,180533
Ohio,Columbiana,39029,2018,2018-11-01 00:00:00,102486,30,,2.0,364.0,0.367,0.29484815,0.29960603,6.0,,['30'],1.613671308434525,180535
Ohio,Coshocton,39031,2018,2018-11-01 00:00:00,101608,206 / 541,,2.0,348.0,3.76,3.66906686,3.94896504,2.0,,"['206', '541', '541', '541']",7.62859306412312,180536
Ohio,Holmes,39075,2018,2018-11-01 00:00:00,105190,39 / 62,,2.0,348.0,1.481,1.43999518,1.45435709,4.0,,"['62', '39']",0.9973581994906462,180542
Ohio,Putnam,39137,2018,2018-11-01 00:00:00,98467,114 / 224,,2.0,272.0,2.172,2.19947575,2.19243218,2.0,,"['224', '114', '224']",-0.32023858412624,180547
Ohio,Trumbull,39155,2018,2018-11-01 00:00:00,100959,80,,4.0,242.0,1.794,1.52224808,1.40363287,3.0,,['80'],-7.792107709539694,180548
Ohio,Tuscarawas,39157,2018,2018-11-01 00:00:00,100567,77 / 751,,4.0,364.0,3.162,3.46111022,3.58406438,4.0,,"['751', '77']",3.55244855507664,180549
Ohio,Wayne,39169,2018,2018-11-01 00:00:00,101400,83,,2.0,333.0,3.977,3.55169685,3.5580999500000003,5.0,,"['83', '83', '83', '83']",0.1802828414255129,180551
Ohio,Allen,39003,2018,2018-11-15 00:00:00,94206,75,,4.0,320.0,5.134,5.68848421,5.73319842,2.0,,"['75', '75', '75']",0.7860478881420597,180555
Ohio,Ashtabula,39007,2018,2018-11-15 00:00:00,100815,84 / 20,,4.0,273.0,1.937,1.8573,1.87505996,3.0,,"['20', '20', '84', '20', '20', '84']",0.9562246271469348,180556
Ohio,Belmont,39013,2018,2018-11-15 00:00:00,105179,149,,2.0,319.0,0.559,0.50502565,0.5077795900000001,3.0,,"['149', '149']",0.545306956191248,180557
Ohio,Highland,39071,2018,2018-11-15 00:00:00,84634,41 / 124,,2.0,258.0,1.466,1.5446653,1.6122682,2.0,,"['124', '41']",4.376540341781472,180560
Ohio,Williams,39171,2018,2018-11-15 00:00:00,105474,20 / 107,,2.0,319.0,1.29,1.33171407,1.35636598,1.0,,"['20', '107', '107']",1.8511413640016583,180568
Ohio,Perry,39127,2018,2018-11-15 00:00:00,105130,204,,2.0,334.0,2.093,2.34607465,2.3344559,1.0,,"['204', '204', '204']",-0.4952421270993994,180570
Ohio,Ashland,39005,2018,2018-12-06 00:00:00,96318,301 / 58,,2.0,296.0,6.2,4.91999115,5.20465859,4.0,,"['58', '58', '58', '58', '58', '58', '58', '58', '301', '58', '301']",5.785933984860923,180574
Ohio,Columbiana,39029,2018,2018-12-06 00:00:00,96786,46,,2.0,298.0,1.134,1.03961775,1.00429641,5.0,,"['46', '46']",-3.397531448457846,180576
Ohio,Delaware,39041,2018,2018-12-06 00:00:00,105543,257 / 605,,2.0,268.0,2.26,2.26499215,2.15375456,2.0,,"['605', '257']",-4.911168897428629,180577
Ohio,Holmes,39075,2018,2018-12-06 00:00:00,102405,520,,2.0,298.0,0.978,0.93285304,0.95950104,2.0,,"['520', '520', '520', '520']",2.856612870125824,180583
Ohio,Lawrence,39087,2018,2018-12-06 00:00:00,92012,52 / 7 / 527,,4.0,268.0,4.208,4.52995022,4.37895826,1.0,,"['527', '7', '527', '7', '7', '7', '527', '52']",-3.333192478216677,180584
Ohio,Medina,39103,2018,2018-12-06 00:00:00,91092,91092 / 224 / 76,,4.0,316.0,3.989,3.5699932000000003,3.37739893,5.0,,"['76', '224', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '91092', '91092', '91092']",-5.3948077548159,180585
Ohio,Montgomery,39113,2018,2018-12-06 00:00:00,102980,75,,4.0,252.0,1.126,1.3983926,1.36209089,2.0,,['75'],-2.595959818437257,180586
Ohio,Trumbull,39155,2018,2018-12-06 00:00:00,100817,45,,2.0,206.0,0.393,0.43062185,0.4373022,4.0,,"['45', '45', '45']",1.5513262970748134,180592
Ohio,Franklin,39049,2018,2018-12-20 00:00:00,93136,33,,4.0,284.0,0.844,0.8996630999999999,0.8485959200000001,3.0,,['33'],-5.676255922911574,180578
Ohio,Pike,39131,2018,2018-12-20 00:00:00,88969,335 / 104,,2.0,253.0,2.079,2.27539668,2.15821567,2.0,,"['335', '335', '335', '104', '335']",-5.149915662178074,180589
Ohio,Ashtabula,39007,2018,2018-12-20 00:00:00,94077,20,,4.0,284.0,0.903,0.884555,0.7715744499999999,4.0,,"['20', '20']",-12.772586215667772,180598
Ohio,Athens,39009,2018,2018-12-20 00:00:00,84549,56,,2.0,222.0,2.155,2.295899,2.2053723,1.0,,['56'],-3.942973972287121,180600
Ohio,Butler,39017,2018,2018-12-20 00:00:00,105133,129 / 4,,4.0,285.0,5.837,5.88874977,6.11439266,2.0,,"['129', '129', '4', '129']",3.8317622383876655,180601
Ohio,Guernsey,39059,2018,2018-12-20 00:00:00,93022,77,,4.0,299.0,3.213,3.04242493,3.06873603,2.0,,"['77', '77', '77', '77', '77']",0.8648068762702252,180607
Ohio,Harrison,39067,2018,2018-12-20 00:00:00,91844,250 / 9,,2.0,284.0,2.249,2.284,2.21244658,3.0,,"['9', '250']",-3.1328117338003447,180609
Ohio,Highland,39071,2018,2018-12-20 00:00:00,84622,138 / 753,,2.0,223.0,1.508,1.49443647,1.6587648700000002,2.0,,"['138', '138', '138', '753']",10.996011091726118,180610
Ohio,Madison,39097,2018,2018-12-20 00:00:00,105547,42,,2.0,284.0,3.727,3.61166844,3.5350013,4.0,,"['42', '42', '42']",-2.1227624094973705,180611
Ohio,Clinton,39027,2018,2018-12-20 00:00:00,87300,251 / 68 / 350,,2.0,589.0,4.893,5.44151953,5.3315659900000005,1.0,,"['68', '68', '68', '68', '68', '68', '251', '350']",-2.020640363299392,180621
Ohio,Belmont,39013,2018,2018-12-20 00:00:00,91962,800,,2.0,345.0,5.605,5.16581505,5.1173165,2.0,,"['800', '800', '800']",-0.938836360391952,180622
